description;date;time;duration_s;frequency;min;max;avg
balkon-24h-1m;20-11-2024;12:31:59;60;433920000;0.000589014;0.00323046;0.000841296
balkon-24h-1m;20-11-2024;12:33:14;60;433920000;0.000601613;0.00164834;0.00085099
balkon-24h-1m;20-11-2024;12:34:29;60;433920000;0.00059331;0.0102658;0.00146308
balkon-24h-1m;20-11-2024;12:35:44;60;433920000;0.000575146;0.00142686;0.000807969
balkon-24h-1m;20-11-2024;12:36:59;60;433920000;0.000598937;0.00161611;0.000814193
balkon-24h-1m;20-11-2024;12:38:14;60;433920000;0.000574099;0.00538542;0.000899652
balkon-24h-1m;20-11-2024;12:39:29;60;433920000;0.000523824;0.00143353;0.000803076
balkon-24h-1m;20-11-2024;12:40:44;60;433920000;0.000548383;0.00305962;0.000837309
balkon-24h-1m;20-11-2024;12:41:59;60;433920000;0.000578464;0.00196628;0.000872272
balkon-24h-1m;20-11-2024;12:43:14;60;433920000;0.000589648;0.00150232;0.000871676
balkon-24h-1m;20-11-2024;12:44:29;60;433920000;0.000585645;0.0023541;0.000866735
balkon-24h-1m;20-11-2024;12:45:44;60;433920000;0.000575513;0.00146146;0.000827653
balkon-24h-1m;20-11-2024;12:46:59;60;433920000;0.000573664;0.00226941;0.000854279
balkon-24h-1m;20-11-2024;12:48:14;60;433920000;0.000594084;0.00149498;0.000833115
balkon-24h-1m;20-11-2024;12:49:29;60;433920000;0.000578897;0.00149252;0.000838912
balkon-24h-1m;20-11-2024;12:50:44;60;433920000;0.000626261;0.00144998;0.000804347
balkon-24h-1m;20-11-2024;12:51:59;60;433920000;0.000565261;0.00166123;0.000828788
balkon-24h-1m;20-11-2024;12:53:14;60;433920000;0.000542081;0.00147932;0.000787978
balkon-24h-1m;20-11-2024;12:54:29;60;433920000;0.000606443;0.00160276;0.000883949
balkon-24h-1m;20-11-2024;12:55:44;60;433920000;0.000563072;0.00160526;0.000813221
balkon-24h-1m;20-11-2024;12:56:59;60;433920000;0.000618528;0.00141127;0.000872152
balkon-24h-1m;20-11-2024;12:58:14;60;433920000;0.000612054;0.00382389;0.000909193
balkon-24h-1m;20-11-2024;12:59:29;60;433920000;0.000588376;0.00161286;0.000883992
balkon-24h-1m;20-11-2024;13:0:44;60;433920000;0.000577267;0.00132261;0.000764019
balkon-24h-1m;20-11-2024;13:1:59;60;433920000;0.000587786;0.00138048;0.000806289
balkon-24h-1m;20-11-2024;13:3:14;60;433920000;0.000595468;0.00133146;0.00078653
balkon-24h-1m;20-11-2024;13:4:29;60;433920000;0.000587995;0.0260528;0.0015505
balkon-24h-1m;20-11-2024;13:5:44;60;433920000;0.00060114;0.00137199;0.000800508
balkon-24h-1m;20-11-2024;13:6:59;60;433920000;0.000640142;0.00138295;0.000816599
balkon-24h-1m;20-11-2024;13:8:14;60;433920000;0.000596591;0.00132901;0.000789498
balkon-24h-1m;20-11-2024;13:9:29;60;433920000;0.000582306;0.00134003;0.000790891
balkon-24h-1m;20-11-2024;13:10:44;60;433920000;0.000608506;0.00248103;0.000876097
balkon-24h-1m;20-11-2024;13:11:59;60;433920000;0.000583759;0.00399152;0.000945993
